,count,Outcome Measures
297,1,change of Visual Analogue Scale (VAS) score|International Knee Documentation Committee (IKDC) subjective score|Knee Injury and Osteoarthritis Outcome (KOOS) Score|Tegner Activity Level Scale
298,1,"The degree of healing of skin flap; The degree of epithelialization of burn wounds in the perforations of a skin graft|The dynamics of healing of skin flap|Dynamics of the phagocytic activity of neutrophils in the area of burn wounds, according to NBT-test.|Duration of treatment (days) to complete epithelialization of burn wounds;"
299,1,Proliferation and differentiation of intestinal MSCs in IBD patients.|Comparison of MSCs between IBD patients and control patients
300,1,Treatment Related Adverse Events|ADAS-Cog (Alzheimer's Disease Assessment Scale-cognitive Subscale)|MMSE (Mini-mental Status Examination)|CDR-SOB (Clinical Dementia Rating-Sum of Boxes)|NPI (Neuropsychiatric Inventory)|GDS (Geriatric Depression Scale)|ADCS-ADL (Alzheimer's Disease Cooperative Study Activities of Daily Living)|C-SSRS (Columbia Suicide Severity Rating Scale)
301,1,Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]) as a result of the MSC-PLGA engraftment|Effectiveness of using PLGA scaffolds seeded with autologous bone marrow MSCs by Radiograph
302,1,Incidence of any treatment-emergent serious adverse events (TE-SAEs)|Change of inflammatory markers|Effect on Frailty Phenotype Score|Effect on Physical Performance through Quality of Life questionnaires|Change of Pro-inflammatory cytokines in laboratory analysis|Determine if there is an improvement in symptoms between subjects receiving umbilical cord cells versus bone marrow cells|Number of study participants experiencing safety events (difference between dose and placebo subjects)
303,1,Stage 1- Dose finding and Incidence of treatment emergent adverse events (safety and tolerability) PSC and AiH Patients|Stage 2: Incidence of treatment emergent adverse events (safety and tolerability) - Primary Sclerosing Cholangitis (PSC) and Autoimmune Hepatitis (AiH) patients|Stage 2: Activity: change in Alkaline Phosphatase (ALP) value : ( absolute % change /duration of change between baseline and day 56) - PSC|Stage 2: Activity: change in Alanine transaminase ( absolute % change /duration of change between baseline and day 56) - Autoimmune Hepatitits|Autoimmune Hepatitis secondary outcomes 1|Autoimmune Hepatitis secondary outcomes 2|AIH secondary outcomes 3|AIH secondary outcomes 4|PSC secondary outcomes 1|PSC secondary outcomes 2|PSC secondary outcomes 3
304,1,adverse events|radiographic evidence|WOMAC assessment|VAS|SF-36
305,1,MRI scan|WOMAC score|WOMAC sub-scale|Kellgren & Lawrence grade|EQ5D|ROM|KOOS (Knee Injury & Osteoarthritis Outcome Score)|PGIC(Patient Global Impression of Change)|PSQI(Pittsburgh Sleep Quality Index)|Biomarkers|Incidence of adverse reactions and characteristics associated with investigational product
306,1,"Incidence of treatment-emergent adverse events|Extent and severity of a patient's spinal cord injury|Motor electrophysiology assessment|Somatosensory electrophysiology assessment|Electrical nerve stimulation on pain perception|Mictional dysfunction|Anal sphincter integrity|Neuropathic pain|Spasticity|Functionality|Quality of life (individual overall perception of quality of life, individual overall perception of their health, Physical health, Psychological, Social relationships, Environment)|Urinary disorder|Size injury|Presence of allogeneic cells|Immunology"
307,1,"Safety of RegStem by incidence of adverse events and changes in physical examinations, vital signs and the results of clinical lab tests.|Clinical assessment of International Knee Documentation Committee (IKDC) score|Clinical assessment of Knee injury and Osteoarthritis Outcome Score (KOOS)|Clinical assessment of visual analogue scale (VAS)|Clinical assessment of knee X-ray|Clinical assessment of knee MRI"
308,1,Visual Acuity|Visual Fields|Optical Coherence Tomography (OCT)
309,1,Change Quality of Life assessed by the Emory Quality of Life (EQOL) Survey Score|Change in the Knee Injury and Osteoarthritis Outcome Score (KOOS)|Capacity of Isolated Cells to Differentiate Down Cell Lineages
310,1,Number of Subjects with any Adverse Events that are related to study drug|Number of Subjects with healing in response to the study drug treatment
311,1,"Incidence of adverse events as defined by National Cancer Institute Common Terminology Criteria for Adverse Events version 4|Appearance of target antigen/major histocompatibility complex loss variants upon disease recurrence|Clinical response rates|Duration of response|Immunological parameters associated with T cell persistence, bioactivity and functionality|Overall survival|Progression free survival"
312,1,Incidence of adverse events of grade 3 or higher|Clinical response|Progression-free survival|Overall survival
313,1,"Area Under the Plasma Concentration-Time Curve From Time Zero to the Last Sampling Time (AUC0-t) at Concentration at or Above Lower Limit of Quantitation (LLOQ) of Tepotinib|Area Under the Plasma Concentration-Time Curve From Time Zero to Infinity (AUC0-inf) of Tepotinib|Maximum Plasma Concentration Observed (Cmax) of Tepotinib|Time to Reach the Maximum Plasma Concentration (Tmax) of Tepotinib|Area Under the Plasma Concentration-Time Curve From Time Zero to the Last Sampling Time (AUC0-t) of Tepotinib Metabolites (MSC2571109A and MSC2571107A)|Area Under the Plasma Concentration-Time Curve From Time Zero to Infinity (AUC0-inf) of Tepotinib Metabolites (MSC2571109A and MSC2571107A)|Maximum Plasma Concentration Observed (Cmax) of Tepotinib Metabolites (MSC2571109A and MSC2571107A)|Time to Reach the Maximum Plasma Concentration (Tmax) of Tepotinib Metabolites (MSC2571109A and MSC2571107A)|Apparent Terminal Half-Life (t1/2) of Tepotinib and Metabolites (MSC2571109A and MSC2571107A) in Plasma|Apparent Terminal Rate Constant (λz) of Tepotinib and Metabolites (MSC2571109A and MSC2571107A) in Plasma|Total Body Clearance of Drug From Plasma (CL/f) for Tepotinib|Apparent Volume of Distribution (Vz/f) for Tepotinib|Extrapolated Area Under the Plasma Concentration-Time Curve From Time t to Infinity (%AUCextra) of Tepotinib and Metabolites (MSC2571109A and MSC2571107A)|Ratio of Area Under the Plasma Concentration-Time Curve From Time Zero to Infinity (AUC0-inf) of Metabolite (MSC2571109A or MSC2571107A) to AUC0-inf of Tepotinib|Ratio of Maximum Plasma Concentration Observed (Cmax) of Metabolite (MSC2571109A or MSC2571107A) to Cmax of Tepotinib|Number of Subjects With Treatment-emergent Adverse Events (TEAEs), Serious TEAEs, TEAEs Leading to Death, TEAEs Leading to Discontinuation|Number of Subjects With Clinically Significant Change From Baseline in Vital Signs, Electrocardiogram (ECG) and Laboratory Parameters"
314,1,Phenotype-genotype gene expression correlations|Incidence of gene mutations
315,1,"To establish the safety, tolerability and the maximum tolerated dose (MTD) of LMP744 (NSC 706744)|Characterize the pharmacokinetic (PK) profile of LMP744"
316,1,Incidence of any treatment-emergent serious adverse event (TE-SAE)|Change in Symptoms for pulmonary function test|Change in Symptoms 6-minute walk test|Change in Symptoms of body mass index|Change in Rate of pulmonary exacerbations|Change in Local and Systemic Inflammation in inflammatory markers|Change in Local and Systemic Inflammation for sputum inflammatory markers|Change in Local and Systemic Inflammation related to quality of life|Change in Local and Systemic Inflammation via the short form-36|Change in Local and Systemic Inflammation via the PHQ-9 Questionnaire|Change in Local and Systemic Inflammation via the CFQ-R Questionnaire|Change in Local and Systemic Inflammation via the GAD-7 Questionnaire
317,1,Step 1: sensitivity of CTC detection with 3 methods in cell spiking experiments|Step 2: diagnostic accuracy of the best CTC detection method and onco-exosome quantification for pancreatic adenocarcinoma diagnosis.|Step 1: reproducibility of CTC detection with the 3 methods|Step 2: correlation between CTCs presence and numbers or onco-exosome concentration with clinical and biological parameters and with patient clinical outcome
318,1,Number of mature follicle|Follicle-stimulating hormone (FSH) serum level|Estradiol (E2) serum level|Anti-Mullerian hormone (AMH) serum level|Number of antral follicle development|Ovarian volume|Pregnancy rate
319,1,Plasma concentration of Ang peptides|Urinary concentration of exosomal Na channel proteins|24h urinary Na excretion|Plasma renin concentration|Plasma aldosterone concentration|Repeatability of Ang peptide and urinary exosomal Na channel concentrations under spontaneous vs. standardized laboratory conditions.
320,1,Oxygenation index (OI)|Incidence of Serious Adverse Events (SAEs)|Oxygenation index|Sequential Organ Failure Assessment (SOFA) score|Respiratory compliance (Crs)|Partial pressure of arterial oxygen to the fraction of inspired oxygen ratio (P/F ratio)|Driving Pressure|Extubation and reintubation|Ventilation free days at day 28|Length of ICU and hospital stay|28-day and 90-day mortality
321,1,Therapy Success|Major amputation|Minor amputation|Mortality|Ulcer healing|Changes in pain|Pain-free walking distance|Ankle-brachial index (ABI)|Toe-brachial index (TBI)|Quality of life based on EuroQol 5D (EQ5D) questionnaire scores|Quality of life based on Short Form 36 (SF36) questionnaire scores|Clinical status according to Fontaine classification|Clinical status according to Rutherford classification
322,1,Insertion torque values at the time of placement of dental implant|Implant stability quotient (ISQ) using Resonance frequency analysis (RFA).
323,1,Changes in left ventricular ejection fraction from baseline to 12 months'
324,1,change of tumor size
325,1,Hemoglobin levels in peripheral blood|The number of red blood cell in peripheral blood|The number of granulocyte in peripheral blood|The number of white blood cell in peripheral blood|The evaluation of bone marrow megakaryocytic series|adverse reaction
